economy,year,id_year,urbanpop
YEM,2016,YEM 2016,10361240
ZAF,2016,ZAF 2016,36866878
ZMB,2016,ZMB 2016,7115902
ZWE,2016,ZWE 2016,4667645
ABW,2017,ABW 2017,45648
AFE,2017,AFE 2017,223732118
AFG,2017,AFG 2017,8999963
AFW,2017,AFW 2017,198494008
AGO,2017,AGO 2017,19586972
ALB,2017,ALB 2017,1706345
AND,2017,AND 2017,65087
ARB,2017,ARB 2017,247298631
ARE,2017,ARE 2017,7821224
ARG,2017,ARG 2017,40410674
ARM,2017,ARM 2017,1799649
ASM,2017,ASM 2017,43117
ATG,2017,ATG 2017,22518
AUS,2017,AUS 2017,21127403
AUT,2017,AUT 2017,5110858
AZE,2017,AZE 2017,5453517
BDI,2017,BDI 2017,1417430
BEL,2017,BEL 2017,11143219
BEN,2017,BEN 2017,5423582
BFA,2017,BFA 2017,5701421
BGD,2017,BGD 2017,58016080
BGR,2017,BGR 2017,5283539
BHR,2017,BHR 2017,1299292
BHS,2017,BHS 2017,330887
BIH,2017,BIH 2017,1646947
BLR,2017,BLR 2017,7390686
BLZ,2017,BLZ 2017,170864
BMU,2017,BMU 2017,63873
BOL,2017,BOL 2017,7899666
BRA,2017,BRA 2017,179958546
BRB,2017,BRB 2017,86992
BRN,2017,BRN 2017,332655
BTN,2017,BTN 2017,303711
BWA,2017,BWA 2017,1650064
CAF,2017,CAF 2017,2047664
CAN,2017,CAN 2017,29729549
CEB,2017,CEB 2017,63954111
CHE,2017,CHE 2017,6234162
CHI,2017,CHI 2017,51075
CHL,2017,CHL 2017,16070668
CHN,2017,CHN 2017,809246214
CIV,2017,CIV 2017,12505013
CMR,2017,CMR 2017,13605785
COD,2017,COD 2017,36983500
COG,2017,COG 2017,3530528
COL,2017,COL 2017,38896985
COM,2017,COM 2017,219237
CPV,2017,CPV 2017,368695
CRI,2017,CRI 2017,3923162
CSS,2017,CSS 2017,3739234
CUB,2017,CUB 2017,8726424
CUW,2017,CUW 2017,142881
CYM,2017,CYM 2017,63581
CYP,2017,CYP 2017,807728
CZE,2017,CZE 2017,7805452
DEU,2017,DEU 2017,63861626
DJI,2017,DJI 2017,807720
DMA,2017,DMA 2017,49410
DNK,2017,DNK 2017,5059173
DOM,2017,DOM 2017,8547288
DZA,2017,DZA 2017,29639704
EAP,2017,EAP 2017,1138074091
EAR,2017,EAR 2017,1453160846
EAS,2017,EAS 2017,1354328520
ECA,2017,ECA 2017,266247392
ECS,2017,ECS 2017,658228229
ECU,2017,ECU 2017,10630944
EGY,2017,EGY 2017,43469157
EMU,2017,EMU 2017,261973277
ERI,2017,ERI 2017,1340124
ESP,2017,ESP 2017,37311863
EST,2017,EST 2017,905267
ETH,2017,ETH 2017,21975004
EUU,2017,EUU 2017,331569232
FCS,2017,FCS 2017,389236616
FIN,2017,FIN 2017,4699884
FJI,2017,FJI 2017,512280
FRA,2017,FRA 2017,53654868
FRO,2017,FRO 2017,21053
FSM,2017,FSM 2017,24966
GAB,2017,GAB 2017,1904278
GBR,2017,GBR 2017,54923317
GEO,2017,GEO 2017,2170854
GHA,2017,GHA 2017,16745249
GIB,2017,GIB 2017,32602
GIN,2017,GIN 2017,4381346
GMB,2017,GMB 2017,1442972
GNB,2017,GNB 2017,807291
GNQ,2017,GNQ 2017,1039364
GRC,2017,GRC 2017,8466513
GRD,2017,GRD 2017,43730
GRL,2017,GRL 2017,48629
GTM,2017,GTM 2017,8153103
GUM,2017,GUM 2017,159668
GUY,2017,GUY 2017,202552
HIC,2017,HIC 2017,988569205
HKG,2017,HKG 2017,7393200
HND,2017,HND 2017,5435026
HPC,2017,HPC 2017,274358545
HRV,2017,HRV 2017,2337248
HTI,2017,HTI 2017,5903901
HUN,2017,HUN 2017,6955524
IBD,2017,IBD 2017,2596413659
IBT,2017,IBT 2017,3189667379
IDA,2017,IDA 2017,593253720
IDB,2017,IDB 2017,228567551
IDN,2017,IDN 2017,144572428
IDX,2017,IDX 2017,364686169
IMN,2017,IMN 2017,43844
IND,2017,IND 2017,455009748
IRL,2017,IRL 2017,3026107
IRN,2017,IRN 2017,62866706
IRQ,2017,IRQ 2017,27844960
ISL,2017,ISL 2017,322016
ISR,2017,ISR 2017,8045513
ITA,2017,ITA 2017,42462869
JAM,2017,JAM 2017,1555222
JOR,2017,JOR 2017,9270152
JPN,2017,JPN 2017,116223820
KAZ,2017,KAZ 2017,10342139
KEN,2017,KEN 2017,13001604
KGZ,2017,KGZ 2017,2239720
KHM,2017,KHM 2017,3637892
KIR,2017,KIR 2017,64107
KNA,2017,KNA 2017,14705
KOR,2017,KOR 2017,41861498
KWT,2017,KWT 2017,4124904
LAC,2017,LAC 2017,455795478
LAO,2017,LAO 2017,2405044
LBN,2017,LBN 2017,5402350
LBR,2017,LBR 2017,2431748
LBY,2017,LBY 2017,5090937
LCA,2017,LCA 2017,32974
LCN,2017,LCN 2017,509636804
LDC,2017,LDC 2017,330795768
LIC,2017,LIC 2017,209853209
LIE,2017,LIE 2017,5424
LKA,2017,LKA 2017,3942265
LMC,2017,LMC 2017,1324700256
LMY,2017,LMY 2017,3131897864
LSO,2017,LSO 2017,601912
LTE,2017,LTE 2017,1407844671
LTU,2017,LTU 2017,1909625
LUX,2017,LUX 2017,541038
LVA,2017,LVA 2017,1322185
MAC,2017,MAC 2017,638609
MAR,2017,MAR 2017,21994745
MCO,2017,MCO 2017,37044
MDA,2017,MDA 2017,1172526
MDG,2017,MDG 2017,9557640
MDV,2017,MDV 2017,186048
MEA,2017,MEA 2017,295656568
MEX,2017,MEX 2017,98108030
MHL,2017,MHL 2017,36161
MIC,2017,MIC 2017,2922044655
MKD,2017,MKD 2017,1197983
MLI,2017,MLI 2017,8028117
MLT,2017,MLT 2017,442474
MMR,2017,MMR 2017,15854871
MNA,2017,MNA 2017,238848263
MNE,2017,MNE 2017,413735
MNG,2017,MNG 2017,2116539
MNP,2017,MNP 2017,46432
MOZ,2017,MOZ 2017,10129295
MRT,2017,MRT 2017,2197486
MUS,2017,MUS 2017,516481
MWI,2017,MWI 2017,2988658
MYS,2017,MYS 2017,24124786
NAC,2017,NAC 2017,296582138
NAM,2017,NAM 2017,1158740
NCL,2017,NCL 2017,190260
NER,2017,NER 2017,3554150
NGA,2017,NGA 2017,95817238
NIC,2017,NIC 2017,3778085
NLD,2017,NLD 2017,15602670
NOR,2017,NOR 2017,4320306
NPL,2017,NPL 2017,5449547
NRU,2017,NRU 2017,11682
NZL,2017,NZL 2017,4162127
OED,2017,OED 2017,1084145276
OMN,2017,OMN 2017,3795173
OSS,2017,OSS 2017,19100755
PAK,2017,PAK 2017,78853074
PAN,2017,PAN 2017,2759313
PER,2017,PER 2017,24563784
PHL,2017,PHL 2017,49827667
PLW,2017,PLW 2017,14156
PNG,2017,PNG 2017,1194221
POL,2017,POL 2017,22824769
PRE,2017,PRE 2017,369902581
PRI,2017,PRI 2017,3112035
PRK,2017,PRK 2017,15737956
PRT,2017,PRT 2017,6659350
PRY,2017,PRY 2017,3895863
PSE,2017,PSE 2017,3380930
PSS,2017,PSS 2017,955660
PST,2017,PST 2017,897126460
PYF,2017,PYF 2017,182541
QAT,2017,QAT 2017,2686753
ROU,2017,ROU 2017,10565369
RUS,2017,RUS 2017,107349517
RWA,2017,RWA 2017,2094446
SAS,2017,SAS 2017,610760436
SAU,2017,SAU 2017,28592972
SDN,2017,SDN 2017,13981657
SEN,2017,SEN 2017,7084752
SGP,2017,SGP 2017,5612253
SLB,2017,SLB 2017,149877
SLE,2017,SLE 2017,3196631
SLV,2017,SLV 2017,4466558
SMR,2017,SMR 2017,33059
SOM,2017,SOM 2017,6598376
SRB,2017,SRB 2017,3927608
SSA,2017,SSA 2017,422172204
SSD,2017,SSD 2017,2061940
SSF,2017,SSF 2017,422226126
SST,2017,SST 2017,23795649
STP,2017,STP 2017,149719
SUR,2017,SUR 2017,388030
SVK,2017,SVK 2017,2923642
SVN,2017,SVN 2017,1121491
SWE,2017,SWE 2017,8764881
SWZ,2017,SWZ 2017,272016
SXM,2017,SXM 2017,40574
SYC,2017,SYC 2017,53922
SYR,2017,SYR 2017,10156105
TCA,2017,TCA 2017,36982
TCD,2017,TCD 2017,3448331
TEA,2017,TEA 2017,1122304700
TEC,2017,TEC 2017,301974778
TGO,2017,TGO 2017,3232367
THA,2017,THA 2017,34881915
TJK,2017,TJK 2017,2408285
TKM,2017,TKM 2017,3053007
TLA,2017,TLA 2017,496934006
TLS,2017,TLS 2017,375606
TMN,2017,TMN 2017,235467333
TON,2017,TON 2017,24424
TSA,2017,TSA 2017,610760436
TSS,2017,TSS 2017,422226126
TTO,2017,TTO 2017,786693
TUN,2017,TUN 2017,8107611
TUR,2017,TUR 2017,61275130
TUV,2017,TUV 2017,6662
TZA,2017,TZA 2017,18597942
UGA,2017,UGA 2017,9307879
UKR,2017,UKR 2017,31043768
UMC,2017,UMC 2017,1597344399
URY,2017,URY 2017,3259303
USA,2017,USA 2017,266788716
UZB,2017,UZB 2017,16372437
VCT,2017,VCT 2017,54657
VEN,2017,VEN 2017,26951752
VGB,2017,VGB 2017,14230
VIR,2017,VIR 2017,102564
VNM,2017,VNM 2017,33111857
VUT,2017,VUT 2017,73033
WLD,2017,WLD 2017,4147418821
WSM,2017,WSM 2017,38312
YEM,2017,YEM 2017,10817186
ZAF,2017,ZAF 2017,37298236
ZMB,2017,ZMB 2017,7434012
ZWE,2017,ZWE 2017,4755312
ABW,2018,ABW 2018,45999
AFE,2018,AFE 2018,232922215
AFG,2018,AFG 2018,9353296
AFW,2018,AFW 2018,206492202
AGO,2018,AGO 2018,20488542
ALB,2018,ALB 2018,1728969
AND,2018,AND 2018,66058
ARB,2018,ARB 2018,253599696
ARE,2018,ARE 2018,7908257
ARG,2018,ARG 2018,40877099
ARM,2018,ARM 2018,1791257
ASM,2018,ASM 2018,42203
ATG,2018,ATG 2018,22539
AUS,2018,AUS 2018,21474309
AUT,2018,AUT 2018,5153759
AZE,2018,AZE 2018,5534464
BDI,2018,BDI 2018,1497829
BEL,2018,BEL 2018,11198627
BEN,2018,BEN 2018,5649376
BFA,2018,BFA 2018,5986896
BGD,2018,BGD 2018,59960707
BGR,2018,BGR 2018,5269340
BHR,2018,BHR 2018,1328001
BHS,2018,BHS 2018,333682
BIH,2018,BIH 2018,1640392
BLR,2018,BLR 2018,7418413
BLZ,2018,BLZ 2018,174696
BMU,2018,BMU 2018,63918
BOL,2018,BOL 2018,8058094
BRA,2018,BRA 2018,181939117
BRB,2018,BRB 2018,87114
BRN,2018,BRN 2018,337123
BTN,2018,BTN 2018,311659
BWA,2018,BWA 2018,1702405
CAF,2018,CAF 2018,2107405
CAN,2018,CAN 2018,30175056
CEB,2018,CEB 2018,63915976
CHE,2018,CHE 2018,6283319
CHI,2018,CHI 2018,51706
CHL,2018,CHL 2018,16375738
CHN,2018,CHN 2018,829760595
CIV,2018,CIV 2018,12945592
CMR,2018,CMR 2018,14136765
COD,2018,COD 2018,38719038
COG,2018,COG 2018,3640941
COL,2018,COL 2018,39804944
COM,2018,COM 2018,224859
CPV,2018,CPV 2018,375462
CRI,2018,CRI 2018,3999318
CSS,2018,CSS 2018,3781949
CUB,2018,CUB 2018,8726939
CUW,2018,CUW 2018,142040
CYM,2018,CYM 2018,64884
CYP,2018,CYP 2018,814301
CZE,2018,CZE 2018,7844036
DEU,2018,DEU 2018,64096118
DJI,2018,DJI 2018,822257
DMA,2018,DMA 2018,49918
DNK,2018,DNK 2018,5091100
DOM,2018,DOM 2018,8728047
DZA,2018,DZA 2018,30451166
EAP,2018,EAP 2018,1165687408
EAR,2018,EAR 2018,1484856270
EAS,2018,EAS 2018,1382700114
ECA,2018,ECA 2018,268004656
ECS,2018,ECS 2018,662118330
ECU,2018,ECU 2018,10859572
EGY,2018,EGY 2018,44301456
EMU,2018,EMU 2018,263365458
ERI,2018,ERI 2018,1380906
ESP,2018,ESP 2018,37588424
EST,2018,EST 2018,910578
ETH,2018,ETH 2018,23073805
EUU,2018,EUU 2018,333091521
FCS,2018,FCS 2018,401124372
FIN,2018,FIN 2018,4709266
FJI,2018,FJI 2018,516917
FRA,2018,FRA 2018,54024861
FRO,2018,FRO 2018,21434
FSM,2018,FSM 2018,25184
GAB,2018,GAB 2018,1959001
GBR,2018,GBR 2018,55426598
GEO,2018,GEO 2018,2184950
GHA,2018,GHA 2018,17306081
GIB,2018,GIB 2018,32648
GIN,2018,GIN 2018,4537328
GMB,2018,GMB 2018,1498000
GNB,2018,GNB 2018,834660
GNQ,2018,GNQ 2018,1083654
GRC,2018,GRC 2018,8485202
GRD,2018,GRD 2018,44193
GRL,2018,GRL 2018,48637
GTM,2018,GTM 2018,8345772
GUM,2018,GUM 2018,159873
GUY,2018,GUY 2018,208994
HIC,2018,HIC 2018,995637723
HKG,2018,HKG 2018,7452600
HND,2018,HND 2018,5591326
HPC,2018,HPC 2018,285967553
HRV,2018,HRV 2018,2327904
HTI,2018,HTI 2018,6087446
HUN,2018,HUN 2018,6974963
IBD,2018,IBD 2018,2647802304
IBT,2018,IBT 2018,3262701033
IDA,2018,IDA 2018,614898729
IDB,2018,IDB 2018,235895915
IDN,2018,IDN 2018,147754731
IDX,2018,IDX 2018,379002814
IMN,2018,IMN 2018,44056
IND,2018,IND 2018,465871825
IRL,2018,IRL 2018,3074684
IRN,2018,IRN 2018,64125842
IRQ,2018,IRQ 2018,28605484
ISL,2018,ISL 2018,330898
ISR,2018,ISR 2018,8209306
ITA,2018,ITA 2018,42559879
JAM,2018,JAM 2018,1565461
JOR,2018,JOR 2018,9516281
JPN,2018,JPN 2018,116179166
KAZ,2018,KAZ 2018,10495801
KEN,2018,KEN 2018,13502378
KGZ,2018,KGZ 2018,2298401
KHM,2018,KHM 2018,3747983
KIR,2018,KIR 2018,66091
KNA,2018,KNA 2018,14699
KOR,2018,KOR 2018,42020672
KWT,2018,KWT 2018,4317185
LAC,2018,LAC 2018,462369738
LAO,2018,LAO 2018,2487036
LBN,2018,LBN 2018,5272027
LBR,2018,LBR 2018,2500972
LBY,2018,LBY 2018,5188842
LCA,2018,LCA 2018,33226
LCN,2018,LCN 2018,515837393
LDC,2018,LDC 2018,344339100
LIC,2018,LIC 2018,218517548
LIE,2018,LIE 2018,5474
LKA,2018,LKA 2018,4003749
LMC,2018,LMC 2018,1358481166
LMY,2018,LMY 2018,3205493579
LSO,2018,LSO 2018,618808
LTE,2018,LTE 2018,1435285330
LTU,2018,LTU 2018,1896056
LUX,2018,LUX 2018,553119
LVA,2018,LVA 2018,1313215
MAC,2018,MAC 2018,650991
MAR,2018,MAR 2018,22437808
MCO,2018,MCO 2018,37029
MDA,2018,MDA 2018,1154054
MDG,2018,MDG 2018,9984497
MDV,2018,MDV 2018,194963
MEA,2018,MEA 2018,302396489
MEX,2018,MEX 2018,99404550
MHL,2018,MHL 2018,35426
MIC,2018,MIC 2018,2986976031
MKD,2018,MKD 2018,1203438
MLI,2018,MLI 2018,8443371
MLT,2018,MLT 2018,458518
MMR,2018,MMR 2018,16104740
MNA,2018,MNA 2018,244182047
MNE,2018,MNE 2018,415729
MNG,2018,MNG 2018,2165594
MNP,2018,MNP 2018,46088
MOZ,2018,MOZ 2018,10589065
MRT,2018,MRT 2018,2292177
MUS,2018,MUS 2018,516155
MWI,2018,MWI 2018,3110968
MYS,2018,MYS 2018,24635110
NAC,2018,NAC 2018,299083003
NAM,2018,NAM 2018,1203610
NCL,2018,NCL 2018,191671
NER,2018,NER 2018,3708282
NGA,2018,NGA 2018,99876265
NIC,2018,NIC 2018,3846202
NLD,2018,NLD 2018,15765213
NOR,2018,NOR 2018,4368945
NPL,2018,NPL 2018,5627225
NRU,2018,NRU 2018,11924
NZL,2018,NZL 2018,4240881
OED,2018,OED 2018,1093069028
OMN,2018,OMN 2018,3889772
OSS,2018,OSS 2018,19587387
PAK,2018,PAK 2018,80566744
PAN,2018,PAN 2018,2820253
PER,2018,PER 2018,25089127
PHL,2018,PHL 2018,50926384
PLW,2018,PLW 2018,14279
PNG,2018,PNG 2018,1228566
POL,2018,POL 2018,22806875
PRE,2018,PRE 2018,385466105
PRI,2018,PRI 2018,2988277
PRK,2018,PRK 2018,15869758
PRT,2018,PRT 2018,6706183
PRY,2018,PRY 2018,3968124
PSE,2018,PSE 2018,3479999
PSS,2018,PSS 2018,970881
PST,2018,PST 2018,902327230
PYF,2018,PYF 2018,184022
QAT,2018,QAT 2018,2742800
ROU,2018,ROU 2018,10515554
RUS,2018,RUS 2018,107539205
RWA,2018,RWA 2018,2156849
SAS,2018,SAS 2018,625890168
SAU,2018,SAU 2018,29360603
SDN,2018,SDN 2018,14549314
SEN,2018,SEN 2018,7350111
SGP,2018,SGP 2018,5638676
SLB,2018,SLB 2018,156565
SLE,2018,SLE 2018,3306062
SLV,2018,SLV 2018,4520410
SMR,2018,SMR 2018,33209
SOM,2018,SOM 2018,6930523
SRB,2018,SRB 2018,3916682
SSA,2018,SSA 2018,439359562
SSD,2018,SSD 2018,2039044
SSF,2018,SSF 2018,439414417
SST,2018,SST 2018,24340217
STP,2018,STP 2018,153865
SUR,2018,SUR 2018,392208
SVK,2018,SVK 2018,2926332
SVN,2018,SVN 2018,1131123
SWE,2018,SWE 2018,8896291
SWZ,2018,SWZ 2018,276170
SXM,2018,SXM 2018,40895
SYC,2018,SYC 2018,54855
SYR,2018,SYR 2018,10471390
TCA,2018,TCA 2018,38624
TCD,2018,TCD 2018,3598175
TEA,2018,TEA 2018,1149787371
TEC,2018,TEC 2018,303654989
TGO,2018,TGO 2018,3355626
THA,2018,THA 2018,35527626
TJK,2018,TJK 2018,2476827
TKM,2018,TKM 2018,3129150
TLA,2018,TLA 2018,503252040
TLS,2018,TLS 2018,385847
TMN,2018,TMN 2018,240702048
TON,2018,TON 2018,24322
TSA,2018,TSA 2018,625890168
TSS,2018,TSS 2018,439414417
TTO,2018,TTO 2018,800264
TUN,2018,TUN 2018,8227235
TUR,2018,TUR 2018,62225395
TUV,2018,TUV 2018,6778
TZA,2018,TZA 2018,19620628
UGA,2018,UGA 2018,9869870
UKR,2018,UKR 2018,30946609
UMC,2018,UMC 2018,1628494865
URY,2018,URY 2018,3267136
USA,2018,USA 2018,268844029
UZB,2018,UZB 2018,16635580
VCT,2018,VCT 2018,54955
VEN,2018,VEN 2018,26308612
VGB,2018,VGB 2018,14477
VIR,2018,VIR 2018,102422
VNM,2018,VNM 2018,34092278
VUT,2018,VUT 2018,75139
WLD,2018,WLD 2018,4227439914
WSM,2018,WSM 2018,38256
YEM,2018,YEM 2018,11282260
ZAF,2018,ZAF 2018,38047715
ZMB,2018,ZMB 2018,7762359
ZWE,2018,ZWE 2018,4848158
ABW,2019,ABW 2019,46351
AFE,2019,AFE 2019,242451029
AFG,2019,AFG 2019,9727157
AFW,2019,AFW 2019,214684207
AGO,2019,AGO 2019,21410634
ALB,2019,ALB 2019,1747593
AND,2019,AND 2019,67170
ARB,2019,ARB 2019,259953055
ARE,2019,ARE 2019,7994705
ARG,2019,ARG 2019,41339571
ARM,2019,ARM 2019,1783156
ASM,2019,ASM 2019,41239
ATG,2019,ATG 2019,22574
AUS,2019,AUS 2019,21824008
AUT,2019,AUT 2019,5196085
AZE,2019,AZE 2019,5616706
BDI,2019,BDI 2019,1587191
BEL,2019,BEL 2019,11263911
BEN,2019,BEN 2019,5882329
BFA,2019,BFA 2019,6281301
BGD,2019,BGD 2019,61911343
BGR,2019,BGR 2019,5256027
BHR,2019,BHR 2019,1335714
BHS,2019,BHS 2019,336316
BIH,2019,BIH 2019,1634179
BLR,2019,BLR 2019,7445754
BLZ,2019,BLZ 2019,178462
BMU,2019,BMU 2019,63911
BOL,2019,BOL 2019,8217386
BRA,2019,BRA 2019,183878366
BRB,2019,BRB 2019,87298
BRN,2019,BRN 2019,341423
BTN,2019,BTN 2019,319355
BWA,2019,BWA 2019,1754091
CAF,2019,CAF 2019,2175935
CAN,2019,CAN 2019,30638234
CEB,2019,CEB 2019,63935741
CHE,2019,CHE 2019,6332759
CHI,2019,CHI 2019,52400
CHL,2019,CHL 2019,16686776
CHN,2019,CHN 2019,848982855
CIV,2019,CIV 2019,13397744
CMR,2019,CMR 2019,14687684
COD,2019,COD 2019,40499458
COG,2019,COG 2019,3753170
COL,2019,COL 2019,40703994
COM,2019,COM 2019,230683
CPV,2019,CPV 2019,381965
CRI,2019,CRI 2019,4071490
CSS,2019,CSS 2019,3816926
CUB,2019,CUB 2019,8726192
CUW,2019,CUW 2019,140277
CYM,2019,CYM 2019,66134
CYP,2019,CYP 2019,820924
CZE,2019,CZE 2019,7888753
DEU,2019,DEU 2019,64294010
DJI,2019,DJI 2019,836802
DMA,2019,DMA 2019,50561
DNK,2019,DNK 2019,5116342
DOM,2019,DOM 2019,8904426
DZA,2019,DZA 2019,31255632
EAP,2019,EAP 2019,1191998162
EAR,2019,EAR 2019,1516787804
EAS,2019,EAS 2019,1409751117
ECA,2019,ECA 2019,269739792
ECS,2019,ECS 2019,665705220
ECU,2019,ECU 2019,11097565
EGY,2019,EGY 2019,45130858
EMU,2019,EMU 2019,264481968
ERI,2019,ERI 2019,1424439
ESP,2019,ESP 2019,37974181
EST,2019,EST 2019,916236
ETH,2019,ETH 2019,24222096
EUU,2019,EUU 2019,334356258
FCS,2019,FCS 2019,413500046
FIN,2019,FIN 2019,4717991
FJI,2019,FJI 2019,521229
FRA,2019,FRA 2019,54388182
FRO,2019,FRO 2019,21822
FSM,2019,FSM 2019,25408
GAB,2019,GAB 2019,2012698
GBR,2019,GBR 2019,55909924
GEO,2019,GEO 2019,2196346
GHA,2019,GHA 2019,17875345
GIB,2019,GIB 2019,32685
GIN,2019,GIN 2019,4700302
GMB,2019,GMB 2019,1553776
GNB,2019,GNB 2019,862607
GNQ,2019,GNQ 2019,1127920
GRC,2019,GRC 2019,8511650
GRD,2019,GRD 2019,44667
GRL,2019,GRL 2019,48945
GTM,2019,GTM 2019,8540945
GUM,2019,GUM 2019,159955
GUY,2019,GUY 2019,213179
HIC,2019,HIC 2019,1002221498
HKG,2019,HKG 2019,7507900
HND,2019,HND 2019,5749232
HPC,2019,HPC 2019,297925542
HRV,2019,HRV 2019,2327032
HTI,2019,HTI 2019,6271273
HUN,2019,HUN 2019,7000436
IBD,2019,IBD 2019,2697553389
IBT,2019,IBT 2019,3335037420
IDA,2019,IDA 2019,637484031
IDB,2019,IDB 2019,243500450
IDN,2019,IDN 2019,150925974
IDX,2019,IDX 2019,393983581
IMN,2019,IMN 2019,44262
IND,2019,IND 2019,476786386
IRL,2019,IRL 2019,3128618
IRN,2019,IRN 2019,65261618
IRQ,2019,IRQ 2019,29376265
ISL,2019,ISL 2019,338406
ISR,2019,ISR 2019,8375041
ITA,2019,ITA 2019,42249963
JAM,2019,JAM 2019,1575291
JOR,2019,JOR 2019,9757520
JPN,2019,JPN 2019,116119928
KAZ,2019,KAZ 2019,10652767
KEN,2019,KEN 2019,14015215
KGZ,2019,KGZ 2019,2362388
KHM,2019,KHM 2019,3858254
KIR,2019,KIR 2019,68128
KNA,2019,KNA 2019,14695
KOR,2019,KOR 2019,42152095
KWT,2019,KWT 2019,4441100
LAC,2019,LAC 2019,468832625
LAO,2019,LAO 2019,2570736
LBN,2019,LBN 2019,5131905
LBR,2019,LBR 2019,2573157
LBY,2019,LBY 2019,5281087
LCA,2019,LCA 2019,33491
LCN,2019,LCN 2019,521945599
LDC,2019,LDC 2019,358306106
LIC,2019,LIC 2019,227761784
LIE,2019,LIE 2019,5530
LKA,2019,LKA 2019,4052088
LMC,2019,LMC 2019,1392531817
LMY,2019,LMY 2019,3278474676
LSO,2019,LSO 2019,636217
LTE,2019,LTE 2019,1461305143
LTU,2019,LTU 2019,1895962
LUX,2019,LUX 2019,565584
LVA,2019,LVA 2019,1305648
MAC,2019,MAC 2019,663653
MAR,2019,MAR 2019,22869599
MCO,2019,MCO 2019,37034
MDA,2019,MDA 2019,1138316
MDG,2019,MDG 2019,10424320
MDV,2019,MDV 2019,203004
MEA,2019,MEA 2019,309063077
MEX,2019,MEX 2019,100623628
MHL,2019,MHL 2019,34627
MIC,2019,MIC 2019,3050712892
MKD,2019,MKD 2019,1208802
MLI,2019,MLI 2019,8871964
MLT,2019,MLT 2019,477236
MMR,2019,MMR 2019,16363966
MNA,2019,MNA 2019,249603826
MNE,2019,MNE 2019,417692
MNG,2019,MNG 2019,2215604
MNP,2019,MNP 2019,45724
MOZ,2019,MOZ 2019,11062722
MRT,2019,MRT 2019,2389505
MUS,2019,MUS 2019,515980
MWI,2019,MWI 2019,3240276
MYS,2019,MYS 2019,25130176
NAC,2019,NAC 2019,301439741
NAM,2019,NAM 2019,1248816
NCL,2019,NCL 2019,192855
NER,2019,NER 2019,3872145
NGA,2019,NGA 2019,104004479
NIC,2019,NIC 2019,3915722
NLD,2019,NLD 2019,15935776
NOR,2019,NOR 2019,4418218
NPL,2019,NPL 2019,5810613
NRU,2019,NRU 2019,12132
NZL,2019,NZL 2019,4312734
OED,2019,OED 2019,1101380106
OMN,2019,OMN 2019,3932743
OSS,2019,OSS 2019,20039708
PAK,2019,PAK 2019,82410851
PAN,2019,PAN 2019,2880619
PER,2019,PER 2019,25635888
PHL,2019,PHL 2019,52043445
PLW,2019,PLW 2019,14417
PNG,2019,PNG 2019,1264379
POL,2019,POL 2019,22793332
PRE,2019,PRE 2019,401490991
PRI,2019,PRI 2019,2988531
PRK,2019,PRK 2019,16002886
PRT,2019,PRT 2019,6764658
PRY,2019,PRY 2019,4040715
PSE,2019,PSE 2019,3581448
PSS,2019,PSS 2019,986096
PST,2019,PST 2019,907057121
PYF,2019,PYF 2019,185516
QAT,2019,QAT 2019,2784440
ROU,2019,ROU 2019,10476962
RUS,2019,RUS 2019,107708298
RWA,2019,RWA 2019,2222128
SAS,2019,SAS 2019,641220797
SAU,2019,SAU 2019,30118272
SDN,2019,SDN 2019,15103564
SEN,2019,SEN 2019,7624852
SGP,2019,SGP 2019,5703569
SLB,2019,SLB 2019,163416
SLE,2019,SLE 2019,3418614
SLV,2019,SLV 2019,4568607
SMR,2019,SMR 2019,33278
SOM,2019,SOM 2019,7280121
SRB,2019,SRB 2019,3907389
SSA,2019,SSA 2019,457079474
SSD,2019,SSD 2019,2078981
SSF,2019,SSF 2019,457135236
SST,2019,SST 2019,24842730
STP,2019,STP 2019,157941
SUR,2019,SUR 2019,396769
SVK,2019,SVK 2019,2930459
SVN,2019,SVN 2019,1144894
SWE,2019,SWE 2019,9015406
SWZ,2019,SWZ 2019,280485
SXM,2019,SXM 2019,41608
SYC,2019,SYC 2019,55762
SYR,2019,SYR 2019,11018062
TCA,2019,TCA 2019,40219
TCD,2019,TCD 2019,3754173
TEA,2019,TEA 2019,1175966169
TEC,2019,TEC 2019,305337118
TGO,2019,TGO 2019,3482542
THA,2019,THA 2019,36147331
TJK,2019,TJK 2019,2549842
TKM,2019,TKM 2019,3205334
TLA,2019,TLA 2019,509355722
TLS,2019,TLS 2019,396257
TMN,2019,TMN 2019,246022378
TON,2019,TON 2019,24251
TSA,2019,TSA 2019,641220797
TSS,2019,TSS 2019,457135236
TTO,2019,TTO 2019,808418
TUN,2019,TUN 2019,8344632
TUR,2019,TUR 2019,63137198
TUV,2019,TUV 2019,6926
TZA,2019,TZA 2019,20656040
UGA,2019,UGA 2019,10462825
UKR,2019,UKR 2019,30836427
UMC,2019,UMC 2019,1658181075
URY,2019,URY 2019,3271594
USA,2019,USA 2019,270737596
UZB,2019,UZB 2019,16935578
VCT,2019,VCT 2019,55205
VEN,2019,VEN 2019,25564613
VGB,2019,VGB 2019,14728
VIR,2019,VIR 2019,102223
VNM,2019,VNM 2019,35081096
VUT,2019,VUT 2019,77300
WLD,2019,WLD 2019,4306260787
